1;0.88236;86;4;38.482;-62615;29.871;84;1;168;0;0.45782;1;0.11144;0.14892;0.57217;0.54312;0.032065;0.05095
1;0.90886;86;4;38.488;-62715;25.655;84;1;168;0;0.35023;0;0.25995;0.33764;0.37535;0.71469;0.2868;0.14889
1;0.86916;85;3;38.468;-62394;25.077;84;0;168;0;0.48033;1;0.20204;0.30538;0.4844;0.43603;0.13915;0.058338
1;0.9684;85;3;4;-62347;18.543;84;0;168;0;0.31891;1;0.11655;0.33103;0.59957;0.55843;0.062886;0.02287
1;0.67223;85;3;38.469;-62394;22.702;84;0;168;0;0.30475;0;0.1771;0.071404;0.46246;0.39207;0.067852;0.055139
1;0.69216;85;3;38.485;-62648;21.943;84;0;168;0;0.28737;1;0.19759;0.13182;0.45049;0.36299;0.011973;0.049228
1;1.1;85;3;4;0;18.343;84;-0.45221;168;0;0.28183;1;0.41424;0.50287;0.24614;0.84656;0.31758;0.14061
1;0.98548;85;3;38.459;0;17.257;84;0.02963;168;0;0.052803;1;0.25502;0.48857;0.62786;0.60643;0.13617;0.047895
1;0.68722;85;2;38.465;0;21.119;84;0.27474;168;0;0.20367;1;0.21381;0.19591;0.38234;0.3829;0.089833;0.0072947
1;0.83245;86;4;38.478;0;37.543;84;0.89619;168;0;0.35635;1;0.28887;0.054022;0.54563;0.55033;0.12891;0.029699
1;10.264;85;3;38.472;0;22.858;84;-0.62785;168;0;0.28013;1;0.35834;0.31046;0.69318;0.71901;0.18308;0.064755
1;0.76315;85;3;38.465;0;29.936;84;-0.40929;168;0;0.24558;0;0.27877;0.10518;0.57175;0.28837;0.19077;0.074462
1;0.75433;85;3;38.474;0;18.347;84;0.15123;168;0;0.13128;1;0.28799;0.38212;0.21549;0.30382;0.11091;0.038802
1;0.97289;85;3;38.471;0;21.311;84;-0.40617;168;0;0.41755;1;0.41442;0.49228;0.35549;0.53077;0.19084;0.13856
1;0.97172;86;4;38.484;0;32.205;84;10.219;168;0;0.30147;1;0.37081;0.16131;0.6247;0.63615;0.17213;0.046886
1;0.92672;85;3;38.477;0;22.801;84;-0.44629;168;0;0.35676;1;0.29894;0.32921;0.57176;0.57414;0.076963;0.085241
1;0.9374;85;3;38.433;0;21.193;84;-0.014495;167;0;0.56547;0;0.25669;0.3637;0.60492;0.35329;0.20009;0.1234
1;0.87294;85;3;38.469;0;25.102;84;-0.40524;168;0;0.43334;1;0.1521;0.3784;0.51035;0.48016;0.12851;0.052607
